,CP,(X),(Y),(Z),Rank,Signature,Pair,Type of CP,Lambda 1,Lambda 2,Lambda 3,Laplacian of electron density
152,153,4.01993793784497,-1.46140167378284,9.87134306054203,3,-3,(3;-3),Nuclear,-19.9179009,-19.87996988,-19.14264696,-58.94051773
153,154,4.08885398657935,-0.85015382743505,4.59659131701172,3,-3,(3;-3),Nuclear,-4.54806157,-4.544078944,-3.931441038,-13.02358155
154,155,6.90858048063168,-5.75737159705285,5.33624887924021,3,-3,(3;-3),Nuclear,-4.259130424,-4.250155507,-3.622632508,-12.13191844
155,156,3.13262597945036,4.47786975129237,7.96497795884001,3,-1,(3;-1),Ligação,-0.6950388514,-0.6899399356,0.3385335657,-1.046445221
156,157,9.90776475592435,-3.31514674687352,-1.30683330701718,3,-1,(3;-1),Ligação,-1.337777534,-1.25724513,0.9792178412,-1.615804822
157,158,2.68955820747297,2.95116802896292,6.63161703400589,3,-1,(3;-1),Ligação,-0.68517696,-0.6806750078,0.3393579461,-1.026494022
158,159,5.39324503613546,-0.94864250342982,8.4281855010682,3,-3,(3;-3),Nuclear,-86373.56293,-86368.39027,-86363.55989,-259105.5131
159,160,13.29484332319388,14.17550207188066,12.43524296910675,3,-1,(3;-1),Ligação,-0.4675347456,-0.3884416764,0.3194735462,-0.5365028759
160,161,18.55333242541488,2.58703133067531,-11.37156585188703,3,1,(3;+1),Anel,-0.007193731068,0.006782995754,0.05287767774,0.05246694243
161,162,5.5954779055624,1.97476101039852,8.39038453832064,3,-3,(3;-3),Nuclear,-86051.41022,-86050.8712,-86050.52321,-258152.8046
162,163,6.16273711216684,2.57937050272155,10.19718301924488,3,-3,(3;-3),Nuclear,-4.50820234,-4.503886533,-3.900303133,-12.91239201
163,164,7.60992713719547,2.8686051740838,6.52144440999491,3,-3,(3;-3),Nuclear,-86063.65866,-86063.2035,-86063.03359,-258189.8958
164,165,12.34407535586736,15.29035405896905,13.42221800927813,3,1,(3;+1),Anel,-0.0498360992,0.2553743123,2.110874524,2.316412737
165,166,7.96720433105026,4.7956043104292,6.80816539637458,3,-3,(3;-3),Nuclear,-4.358170643,-4.357222373,-3.765121921,-12.48051494
166,167,6.96620793067869,2.58790203915339,4.66651095728204,3,-3,(3;-3),Nuclear,-4.35010655,-4.349808188,-3.755929615,-12.45584435
167,168,13.54867717501781,-2.29670990977153,-1.39145871584583,3,-1,(3;-1),Ligação,-0.7283614973,-0.7153505672,0.342715329,-1.100996736
168,169,9.30081732784229,-2.31063020460967,-3.9140256572811,3,-3,(3;-3),Nuclear,-4.200068198,-4.163380801,-3.100817251,-11.46426625
169,170,3.03300691343127,3.21442537638917,7.82157552954159,3,-3,(3;-3),Nuclear,-86097.832,-86097.78122,-86097.68171,-258293.2949
170,171,2.48917957764589,2.80619914792929,5.95432385983556,3,-3,(3;-3),Nuclear,-4.360106961,-4.358753066,-3.77768398,-12.49654401
171,172,3.18369552866142,5.17990254370132,8.04683692810806,3,-3,(3;-3),Nuclear,-4.332715014,-4.331030812,-3.740583682,-12.40432951
172,173,1.66301634023565,2.5132751704544,9.07532633233473,3,-3,(3;-3),Nuclear,-4.380800435,-4.379831481,-3.795416438,-12.55604835
173,174,6.78790181845824,-3.81535601849241,4.80368015180654,3,-3,(3;-3),Nuclear,-86557.84363,-86554.81663,-86554.46917,-259667.1294
174,175,20.94010687849563,5.46171154073925,-10.69055924275208,3,-1,(3;-1),Ligação,-0.008157171831,-0.007714575916,0.04161757286,0.02574582512
175,176,14.94173158724861,-2.36876105232464,-8.00881143145437,3,-1,(3;-1),Ligação,-0.004080904426,-0.003189527193,0.02634927937,0.01907884775
176,177,8.31667245239309,-2.80058248328032,3.3656132429791,3,-3,(3;-3),Nuclear,-387863.0027,-387855.7974,-387833.7367,-1163552.537
177,178,9.52039626107306,-2.38976045278637,-3.63107772011049,3,-1,(3;-1),Ligação,-1.284048143,-1.198283762,0.9257397806,-1.556592125
178,179,10.39349383934279,-2.69097109969698,-2.53223456726611,3,-3,(3;-3),Nuclear,-192101.6509,-192099.9147,-192087.136,-576288.7017
179,180,27.67565040701798,5.21674910100588,-6.30012686651639,3,-1,(3;-1),Ligação,-0.5948695426,-0.5687963518,0.7315471828,-0.4321187116
180,181,14.20285344896434,3.06834756798934,-9.7701933713638,3,-1,(3;-1),Ligação,-0.4291175423,-0.3776864753,0.3072214336,-0.4995825841
181,182,9.79772142451688,-3.46042113367663,-1.01808887595332,3,-3,(3;-3),Nuclear,-4.048009938,-4.012187872,-2.890840086,-10.9510379
182,183,13.10713482094953,-2.12594273525665,-2.60404120222997,3,-3,(3;-3),Nuclear,-86118.24802,-86117.27743,-86116.80163,-258352.3271
183,184,15.24213864685258,-3.58618782503196,-4.72570808302173,3,-1,(3;-1),Ligação,-1.014978989,-0.9883126826,2.200322966,0.1970312944
184,185,27.77428455379492,7.04450408720324,-6.84130397372732,3,-1,(3;-1),Ligação,-0.682723645,-0.5363987826,0.3613970751,-0.8577253525
